Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Bwd IAT Mean,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Label
63105664.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11092507,10500000.0,11900000.0,32100000.0,998203.0,10500000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DoS_Slowhttptest
85178060.0,6.0,7.0,319.0,11595.0,301.0,0.0,53.166668,121.448616,4344.0,0.0,1656.4286,1760.5973,139.87169,0.15262145,7098172.0,24500000.0,85000000.0,17.0,17000000.0,14200000.0,1.0,0.0,0.0,0.0,0.0,1.0,916.9231,DoS_Hulk
80634390.0,8.0,5.0,56.0,11601.0,20.0,0.0,7.0,5.656854,7300.0,0.0,2320.2,3022.508,144.56612,0.16122153,6719532.5,20400000.0,71200000.0,32.0,11300000.0,315906.5,0.0,0.0,0.0,0.0,1.0,0.0,897.1539,DDoS_LOIC_HTTP
7890.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1520.9126,253.48543,7890.0,0.0,7890.0,7890.0,7890.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,BENIGN
77153880.0,2.0,1.0,8.0,0.0,8.0,0.0,4.0,5.656854,0.0,0.0,0.0,0.0,0.10368889,0.038883332,38600000.0,54600000.0,77200000.0,32.0,77200000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.3333335,DoS_Slowloris
71292850.0,9.0,6.0,62.0,11607.0,20.0,0.0,6.888889,5.3019915,5840.0,0.0,1934.5,2538.9192,163.67702,0.21039979,5092346.0,18600000.0,69700000.0,0.0,8843376.0,109398.8,0.0,0.0,0.0,0.0,1.0,0.0,778.3333,DDoS_LOIC_HTTP
83643200.0,7.0,6.0,360.0,11595.0,354.0,0.0,51.42857,133.4402,4344.0,0.0,1932.5,1977.8129,142.92853,0.15542208,6970267.0,24100000.0,83500000.0,1.0,13900000.0,29475.0,0.0,0.0,0.0,0.0,1.0,0.0,919.61536,DoS_Hulk
85256260.0,8.0,5.0,987.0,11595.0,329.0,0.0,123.375,170.27368,7240.0,0.0,2319.0,3331.6382,147.57861,0.15248148,7104688.0,24400000.0,84700000.0,4.0,12200000.0,132906.0,0.0,0.0,0.0,0.0,1.0,0.0,967.8461,DoS_Hulk
94918940.0,11.0,10.0,66.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6953301,0.2212414,4745947.0,4945993.5,9997436.0,83942.0,9491894.0,10100000.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4285715,BENIGN
99746820.0,8.0,6.0,414.0,11595.0,414.0,0.0,51.75,146.37111,7240.0,0.0,1932.5,2695.6392,120.39483,0.14035536,7672831.5,27300000.0,98600000.0,0.0,14200000.0,33513.2,0.0,0.0,0.0,0.0,1.0,0.0,857.7857,DoS_Hulk
3003776.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99874294,1501888.0,710071.0,2003984.0,999792.0,1501888.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DoS_Slowloris
117953870.0,16.0,16.0,971.0,4327.0,323.0,0.0,60.6875,93.44782,1410.0,0.0,270.4375,474.95767,44.915863,0.2712925,3804963.5,14600000.0,58700000.0,1.0,7863591.5,7857833.5,0.0,0.0,0.0,1.0,0.0,1.0,165.5625,BENIGN
64069640.0,78.0,123.0,3993.0,196331.0,466.0,0.0,51.192307,133.20818,4344.0,0.0,1596.187,936.6547,3126.6604,3.1372113,320348.2,1701434.0,10000000.0,1.0,832073.25,524315.4,0.0,0.0,0.0,1.0,0.0,1.0,996.63684,BENIGN
9389751.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.5559783,0.4259964,3129917.0,5420315.5,9388758.0,2.0,3129917.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5,DDoS_LOIC_HTTP
3002704.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990995,1501352.0,710834.6,2003988.0,998716.0,1501352.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DoS_Slowloris
5006423.0,8.0,6.0,341.0,11632.0,341.0,0.0,42.625,120.56171,5840.0,0.0,1938.6666,2550.3752,2391.5278,2.7964077,385109.47,1387343.4,5002467.0,19.0,565.1429,1001275.4,0.0,0.0,0.0,1.0,0.0,0.0,855.2143,DoS_GoldenEye
81716660.0,8.0,5.0,56.0,11601.0,20.0,0.0,7.0,5.656854,5840.0,0.0,2320.2,2436.833,142.65146,0.15908629,6809721.5,21400000.0,74400000.0,1.0,11700000.0,15496.0,0.0,0.0,0.0,0.0,1.0,0.0,897.1539,DDoS_LOIC_HTTP
600090.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,19.997,3.3328333,600090.0,0.0,600090.0,600090.0,600090.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,BENIGN
58102.0,3.0,4.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,8760.0,0.0,2900.25,4128.3193,200113.6,120.47778,9683.667,16206.471,39853.0,69.0,8995.0,19339.666,0.0,0.0,0.0,1.0,0.0,1.0,1661.0,DDoS_LOIC_HTTP
3002556.0,5.0,7.0,345.0,11595.0,345.0,0.0,69.0,154.2887,4344.0,0.0,1656.4286,1947.6382,3976.6118,3.996595,272959.62,646468.1,1998218.0,4.0,750501.25,221.16667,0.0,0.0,0.0,1.0,0.0,1.0,995.0,DoS_Hulk
5862.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,2047.0829,341.18048,5862.0,0.0,5862.0,5862.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,BENIGN
67380660.0,8.0,6.0,311.0,11595.0,305.0,0.0,38.875,107.55123,5792.0,0.0,1932.5,2179.547,176.69759,0.20777476,5183127.5,18600000.0,67200000.0,1.0,9606732.0,29077.0,0.0,0.0,0.0,0.0,1.0,0.0,850.4286,DoS_Hulk
244597.0,16.0,15.0,529.0,13096.0,192.0,0.0,33.0625,67.63181,1448.0,0.0,873.06665,685.5428,55703.87,126.73908,8153.2334,15268.232,65130.0,3.0,16306.467,11172.357,0.0,0.0,0.0,1.0,0.0,0.0,439.51614,BENIGN
679275.0,16.0,10.0,1281.0,6031.0,437.0,0.0,80.0625,144.84589,1448.0,0.0,603.1,597.49097,10764.418,38.276104,27171.0,61713.094,298716.0,1.0,45285.0,69689.89,0.0,0.0,0.0,1.0,0.0,0.0,281.23077,BENIGN
47059.0,3.0,4.0,441.0,871.0,435.0,0.0,147.0,249.43336,859.0,0.0,217.75,427.50937,27879.895,148.74944,7843.1665,11939.042,23388.0,3.0,11644.0,7979.0,0.0,0.0,0.0,1.0,0.0,1.0,187.42857,BENIGN
11400425.0,6.0,5.0,459.0,3525.0,459.0,0.0,76.5,187.38597,2077.0,0.0,705.0,990.6447,349.46066,0.9648763,1140042.5,2163649.2,5397866.0,51.0,1280199.6,2600299.2,0.0,0.0,0.0,1.0,0.0,0.0,362.18182,DoS_GoldenEye
63131704.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11087932,10500000.0,11900000.0,32100000.0,996330.0,10500000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DoS_Slowhttptest
62065.0,3.0,6.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,5840.0,0.0,1934.5,2538.9192,187432.53,145.00926,7758.125,21503.701,60972.0,2.0,489.0,12403.2,0.0,0.0,0.0,1.0,0.0,2.0,1292.5555,DDoS_LOIC_HTTP
291921.0,3.0,4.0,433.0,2279.0,427.0,0.0,144.33333,244.8149,2267.0,0.0,569.75,1131.5035,9290.185,23.97909,48653.5,53561.094,111944.0,4.0,100785.0,67457.0,0.0,0.0,0.0,1.0,0.0,1.0,387.42856,BENIGN
26818.0,3.0,5.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,7300.0,0.0,2320.2,3022.508,433552.1,298.3071,3831.1428,9334.88,24994.0,2.0,12580.5,6663.25,0.0,0.0,0.0,1.0,0.0,1.0,1453.375,DDoS_LOIC_HTTP
105573780.0,16.0,3.0,2541.0,6.0,231.0,0.0,158.8125,110.58283,6.0,0.0,2.0,3.4641016,24.125309,0.17996892,5865210.0,12500000.0,51300000.0,32.0,7038247.0,51300000.0,0.0,0.0,0.0,1.0,0.0,0.0,134.05263,DoS_Slowloris
10361887.0,5.0,4.0,364.0,3525.0,364.0,0.0,72.8,162.78575,3525.0,0.0,881.25,1762.5,375.31775,0.86856765,1295235.9,2399424.0,5359580.0,57.0,1340555.8,3453943.2,0.0,0.0,0.0,1.0,0.0,0.0,432.1111,DoS_GoldenEye
98289740.0,6.0,7.0,410.0,11595.0,392.0,0.0,68.333336,158.59088,4344.0,0.0,1656.4286,1760.5973,122.13889,0.13226202,8190812.0,28400000.0,98300000.0,1.0,19700000.0,16400000.0,1.0,0.0,0.0,0.0,0.0,1.0,923.9231,DoS_Hulk
113.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,106194.69,17699.115,113.0,0.0,113.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,BENIGN
95080.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.034918,95080.0,0.0,95080.0,95080.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,BENIGN
5068546.0,2.0,2.0,6.0,212.0,6.0,0.0,3.0,4.2426405,212.0,0.0,106.0,149.90663,43.01036,0.78918093,1689515.4,2896866.2,5034471.0,74.0,34075.0,5034545.0,0.0,0.0,0.0,1.0,0.0,1.0,54.5,BENIGN
26035.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1152.295,192.04916,6508.75,8974.1,19026.0,1.0,6508.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.2,DDoS_LOIC_HTTP
5756455.0,7.0,4.0,663.0,173.0,517.0,0.0,94.71429,188.4301,161.0,0.0,43.25,78.55094,145.22827,1.9108983,575645.5,1606080.4,5138458.0,3.0,959409.2,142557.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,BENIGN
10349442.0,5.0,4.0,1878.0,292.0,1860.0,0.0,375.6,829.8089,280.0,0.0,73.0,138.02898,209.67314,0.8696121,1293680.2,3434910.0,9790583.0,48.0,2583662.2,3440065.0,0.0,0.0,0.0,1.0,0.0,0.0,241.11111,BENIGN
1595401.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,0.0,1.5,3.0,7.52162,3.1340084,398850.25,797277.9,1594767.0,1.0,0.0,211.33333,0.0,0.0,0.0,0.0,1.0,4.0,3.6,BENIGN
3002861.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990472,1501430.5,710949.94,2004148.0,998713.0,1501430.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DoS_Slowloris
98660470.0,8.0,5.0,56.0,11607.0,20.0,0.0,7.0,5.656854,10135.0,0.0,2321.4,4413.202,118.2135,0.13176502,8221706.0,25900000.0,90300000.0,1.0,13900000.0,299661.0,0.0,0.0,0.0,0.0,1.0,0.0,897.61536,DDoS_LOIC_HTTP
103794.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,115.61362,19.268936,103794.0,0.0,103794.0,103794.0,103794.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,BENIGN
98698000.0,8.0,7.0,352.0,11595.0,352.0,0.0,44.0,124.45079,2896.0,0.0,1656.4286,1546.0215,121.04602,0.15197876,7049857.0,26400000.0,98600000.0,1.0,14100000.0,11790.833,0.0,0.0,0.0,0.0,1.0,0.0,796.4667,DoS_Hulk
11878453.0,7.0,6.0,330.0,11632.0,330.0,0.0,47.142857,124.72828,5792.0,0.0,1938.6666,2544.919,1007.0335,1.0944186,989871.06,2345487.5,6875813.0,1.0,1146479.6,2375681.8,0.0,0.0,0.0,1.0,0.0,0.0,920.1539,DoS_GoldenEye
33394.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,5840.0,0.0,1933.5,2189.773,348176.3,269.5095,4174.25,11235.728,31976.0,4.0,16007.5,6671.8,0.0,0.0,0.0,1.0,0.0,2.0,1291.8889,DDoS_LOIC_HTTP
6009396.0,7.0,4.0,294.0,143.0,212.0,0.0,42.0,77.62946,143.0,0.0,35.75,71.5,72.71945,1.8304669,600939.6,1619104.8,5194500.0,3.0,1001566.0,185661.33,0.0,0.0,0.0,1.0,0.0,0.0,39.727272,BENIGN
99465250.0,8.0,7.0,338.0,11595.0,338.0,0.0,42.25,119.501045,5792.0,0.0,1656.4286,2118.2273,119.97154,0.15080643,7104661.0,26500000.0,99300000.0,1.0,14200000.0,24842.5,0.0,0.0,0.0,0.0,1.0,0.0,795.5333,DoS_Hulk
1460442.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,7215.0,0.0,2321.4,3327.7698,7965.397,5.4777937,208634.58,551647.3,1459653.0,15.0,294.5,365099.25,0.0,0.0,0.0,1.0,0.0,1.0,1454.125,DDoS_LOIC_HTTP
465368.0,3.0,3.0,696.0,420.0,690.0,0.0,232.0,396.65097,414.0,0.0,140.0,237.30992,2398.102,12.893023,93073.6,127362.49,232910.0,3.0,116227.5,116547.0,0.0,0.0,0.0,1.0,0.0,1.0,186.0,BENIGN
1235333.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,19.42796,3.2379932,411777.66,712528.75,1234535.0,348.0,411777.66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.5,DDoS_LOIC_HTTP
19179.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,625.6843,104.28072,19179.0,0.0,19179.0,19179.0,19179.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,BENIGN
166510.0,9.0,7.0,532.0,4169.0,204.0,0.0,59.11111,80.8725,1430.0,0.0,595.5714,652.462,28232.54,96.090324,11100.667,13694.8,36830.0,3.0,20813.75,18328.5,0.0,0.0,0.0,1.0,0.0,0.0,293.8125,BENIGN
113955496.0,14.0,13.0,965.0,539.0,965.0,0.0,68.92857,257.9071,539.0,0.0,41.46154,149.4917,13.198135,0.2369346,4382903.5,4955806.0,10000000.0,30.0,8763001.0,9493099.0,0.0,0.0,0.0,0.0,1.0,0.0,55.703705,BENIGN
98904830.0,7.0,7.0,329.0,11595.0,329.0,0.0,47.0,124.35031,4344.0,0.0,1656.4286,1757.579,120.56033,0.14155021,7608064.5,27400000.0,98900000.0,0.0,16500000.0,6754.6665,0.0,0.0,0.0,0.0,1.0,1.0,851.7143,DoS_Hulk
60548092.0,12.0,14.0,1136.0,6587.0,772.0,0.0,94.666664,221.70961,2256.0,0.0,470.5,762.24615,127.5515,0.42941073,2421923.8,4296137.0,10000000.0,48.0,4636025.0,4650480.0,0.0,0.0,0.0,1.0,0.0,1.0,297.03845,BENIGN
116042216.0,25.0,28.0,934.0,22641.0,462.0,0.0,37.36,98.76988,4380.0,0.0,808.6071,1064.8489,203.15881,0.45673034,2231581.0,4137322.0,10000000.0,2.0,4835092.5,4086480.5,0.0,0.0,0.0,1.0,0.0,1.0,444.8113,BENIGN
5207506.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768122,1735835.4,2969355.8,5164462.0,18.0,2603753.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,BENIGN
84549304.0,6.0,6.0,428.0,11595.0,410.0,0.0,71.333336,165.93814,10136.0,0.0,1932.5,4060.2458,142.20105,0.14192903,7686300.0,25400000.0,84400000.0,51.0,16900000.0,16900000.0,1.0,0.0,0.0,0.0,0.0,1.0,1002.4167,DoS_Hulk
82909150.0,9.0,6.0,349.0,11595.0,349.0,0.0,38.77778,116.333336,5792.0,0.0,1932.5,2181.0083,144.0613,0.18092091,5922082.5,22100000.0,82800000.0,0.0,10300000.0,29694.2,0.0,0.0,0.0,0.0,1.0,0.0,796.26666,DoS_Hulk
115261690.0,16.0,14.0,432.0,1782.0,432.0,0.0,27.0,108.0,1782.0,0.0,127.28571,476.25952,19.208466,0.2602773,3974540.8,4967490.0,10200000.0,10.0,7684112.5,8657999.0,0.0,0.0,0.0,1.0,0.0,0.0,73.8,BENIGN
41003.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,292.6615,48.77692,41003.0,0.0,41003.0,41003.0,41003.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,BENIGN
100302260.0,8.0,4.0,56.0,11601.0,20.0,0.0,7.0,5.656854,8760.0,0.0,2900.25,4128.3193,116.21873,0.11963839,9118387.0,27600000.0,92000000.0,143.0,14300000.0,20413.666,0.0,0.0,0.0,0.0,1.0,0.0,971.9167,DDoS_LOIC_HTTP
102465.0,7.0,5.0,376.0,3508.0,201.0,0.0,53.714287,78.68654,1460.0,0.0,701.6,731.56464,37905.625,117.11316,9315.0,15106.936,38741.0,2.0,17077.5,11027.0,0.0,0.0,0.0,1.0,0.0,0.0,323.66666,BENIGN
3003541.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988211,1501770.5,710230.06,2003979.0,999562.0,1501770.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DoS_Slowloris
11144319.0,8.0,5.0,338.0,11632.0,338.0,0.0,42.25,119.501045,10184.0,0.0,2326.4,4437.056,1074.0898,1.1665137,928693.25,2180451.0,6138647.0,1.0,878265.1,2786059.2,0.0,0.0,0.0,1.0,0.0,0.0,920.7692,DoS_GoldenEye
102000310.0,8.0,5.0,305.0,11595.0,305.0,0.0,38.125,107.833786,5803.0,0.0,2319.0,3175.4238,116.66631,0.12745059,8500026.0,28500000.0,99000000.0,1.0,14600000.0,393.0,0.0,0.0,0.0,0.0,1.0,0.0,915.38464,DoS_Hulk
5934357.0,8.0,6.0,384.0,3974.0,209.0,0.0,48.0,77.63836,1992.0,0.0,662.3333,848.6124,734.3677,2.3591435,456489.0,1553664.6,5623383.0,30.0,847765.3,57765.4,0.0,0.0,0.0,1.0,0.0,0.0,311.2857,BENIGN
156603.0,3.0,4.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,8760.0,0.0,2900.25,4128.3193,74245.06,44.699017,26100.5,58412.95,145031.0,26.0,5664.5,52192.332,0.0,0.0,0.0,1.0,0.0,1.0,1661.0,DDoS_LOIC_HTTP
99117920.0,9.0,7.0,355.0,11595.0,355.0,0.0,39.444443,118.333336,5792.0,0.0,1656.4286,2118.2273,120.56346,0.16142389,6607861.5,25600000.0,99100000.0,1.0,12400000.0,1952.0,0.0,0.0,0.0,0.0,1.0,0.0,746.875,DoS_Hulk
98826860.0,7.0,5.0,386.0,11595.0,380.0,0.0,55.142857,143.26599,7240.0,0.0,2319.0,3003.1711,121.232216,0.121424474,8984260.0,29800000.0,98700000.0,2.0,16500000.0,27608.0,0.0,0.0,0.0,0.0,1.0,0.0,998.4167,DoS_Hulk
