repetition,sample_index,true_label,predicted_label,model_used,student_confidence,teacher_escalated,classification_confidence,attack_probability,cascade_threshold
1,20,BENIGN,BENIGN,student,0.9999740123748779,False,0.9999740123748779,2.5987625122070312e-05,0.9
1,21,DoS_GoldenEye,DoS_GoldenEye,student,0.9999994039535522,False,0.9999994039535522,0.9999995827674866,0.9
1,22,DoS_Hulk,DoS_Hulk,student,0.9999998807907104,False,0.9999998807907104,1.0,0.9
1,23,DoS_GoldenEye,DoS_GoldenEye,student,0.9999828338623047,False,0.9999828338623047,0.9999831318855286,0.9
1,24,DoS_Slowhttptest,DoS_Slowhttptest,student,0.9929592609405518,False,0.9929592609405518,0.9929879903793335,0.9
1,25,BENIGN,BENIGN,student,0.9999996423721313,False,0.9999996423721313,3.5762786865234375e-07,0.9
1,26,DoS_Slowhttptest,DoS_Slowhttptest,student,0.9982162117958069,False,0.9982162117958069,0.9988834261894226,0.9
1,27,BENIGN,BENIGN,student,0.9998008608818054,False,0.9998008608818054,0.00019913911819458008,0.9
1,28,BENIGN,BENIGN,student,0.9999841451644897,False,0.9999841451644897,1.5854835510253906e-05,0.9
1,29,BENIGN,BENIGN,student,0.9299407005310059,False,0.9299407005310059,0.07005929946899414,0.9
1,30,BENIGN,BENIGN,student,0.9999983310699463,False,0.9999983310699463,1.6689300537109375e-06,0.9
1,31,BENIGN,BENIGN,student,0.9999115467071533,False,0.9999115467071533,8.845329284667969e-05,0.9
1,32,BENIGN,BENIGN,student,0.9999603033065796,False,0.9999603033065796,3.9696693420410156e-05,0.9
1,33,BENIGN,BENIGN,student,0.9999837875366211,False,0.9999837875366211,1.621246337890625e-05,0.9
1,34,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,35,BENIGN,BENIGN,student,0.9995841383934021,False,0.9995841383934021,0.0004158616065979004,0.9
1,36,DoS_Hulk,DoS_Hulk,student,0.9994506239891052,False,0.9994506239891052,0.9994506239891052,0.9
1,37,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,38,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999988079071045,False,0.9999988079071045,0.9999995827674866,0.9
1,39,BENIGN,BENIGN,student,0.9999985694885254,False,0.9999985694885254,1.430511474609375e-06,0.9
1,40,BENIGN,BENIGN,student,0.9939675331115723,False,0.9939675331115723,0.006032466888427734,0.9
1,41,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,42,BENIGN,BENIGN,student,0.9989941716194153,False,0.9989941716194153,0.0010058283805847168,0.9
1,43,BENIGN,BENIGN,student,0.9999262094497681,False,0.9999262094497681,7.37905502319336e-05,0.9
1,44,DoS_Hulk,DoS_Hulk,student,0.9999997615814209,False,0.9999997615814209,0.9999997615814209,0.9
1,45,BENIGN,BENIGN,student,0.9999934434890747,False,0.9999934434890747,6.556510925292969e-06,0.9
1,46,BENIGN,BENIGN,student,0.9999998807907104,False,0.9999998807907104,1.1920928955078125e-07,0.9
1,47,BENIGN,BENIGN,student,0.9999351501464844,False,0.9999351501464844,6.4849853515625e-05,0.9
1,48,BENIGN,BENIGN,student,0.9999858140945435,False,0.9999858140945435,1.4185905456542969e-05,0.9
1,49,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,50,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,51,BENIGN,BENIGN,student,0.9999992847442627,False,0.9999992847442627,7.152557373046875e-07,0.9
1,52,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999997615814209,False,0.9999997615814209,0.9999998807907104,0.9
1,53,BENIGN,BENIGN,student,0.9999780654907227,False,0.9999780654907227,2.193450927734375e-05,0.9
1,54,BENIGN,BENIGN,student,0.9999998807907104,False,0.9999998807907104,1.1920928955078125e-07,0.9
1,55,DoS_GoldenEye,DoS_GoldenEye,student,0.9361568093299866,False,0.9361568093299866,0.9570106267929077,0.9
1,56,DoS_GoldenEye,DoS_GoldenEye,student,0.9796323180198669,False,0.9796323180198669,0.9801841974258423,0.9
1,57,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,58,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999945163726807,False,0.9999945163726807,0.9999945163726807,0.9
1,59,BENIGN,BENIGN,student,0.9999517202377319,False,0.9999517202377319,4.8279762268066406e-05,0.9
1,60,DoS_Slowloris,DoS_Slowloris,student,0.9975003600120544,False,0.9975003600120544,0.9998540878295898,0.9
1,61,BENIGN,BENIGN,student,1.0,False,1.0,0.0,0.9
1,62,DoS_Slowhttptest,DoS_Slowhttptest,student,0.9932293891906738,False,0.9932293891906738,0.9932587146759033,0.9
1,63,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9998219609260559,False,0.9998219609260559,0.9998220801353455,0.9
1,64,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999990463256836,False,0.9999990463256836,0.9999990463256836,0.9
1,65,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,66,BENIGN,BENIGN,student,0.9986488223075867,False,0.9986488223075867,0.00135117769241333,0.9
1,67,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,68,BENIGN,BENIGN,student,0.9999239444732666,False,0.9999239444732666,7.605552673339844e-05,0.9
1,69,DoS_Hulk,DoS_Hulk,student,0.9999998807907104,False,0.9999998807907104,0.9999998211860657,0.9
1,70,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,71,BENIGN,BENIGN,student,0.9996709823608398,False,0.9996709823608398,0.00032901763916015625,0.9
1,72,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999995231628418,False,0.9999995231628418,0.9999997019767761,0.9
1,73,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,74,BENIGN,BENIGN,student,0.9997182488441467,False,0.9997182488441467,0.0002817511558532715,0.9
1,75,BENIGN,BENIGN,student,1.0,False,1.0,0.0,0.9
1,76,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999998807907104,False,0.9999998807907104,1.0,0.9
1,77,BENIGN,BENIGN,student,0.9991589784622192,False,0.9991589784622192,0.0008410215377807617,0.9
1,78,BENIGN,BENIGN,student,0.9999988079071045,False,0.9999988079071045,1.1920928955078125e-06,0.9
1,79,DoS_GoldenEye,DoS_GoldenEye,student,0.99973064661026,False,0.99973064661026,0.999733030796051,0.9
1,80,BENIGN,BENIGN,student,0.9999990463256836,False,0.9999990463256836,9.5367431640625e-07,0.9
1,81,BENIGN,BENIGN,student,0.999987006187439,False,0.999987006187439,1.2993812561035156e-05,0.9
1,82,DoS_Slowloris,DoS_Slowloris,student,0.9998457431793213,False,0.9998457431793213,0.9999444484710693,0.9
1,83,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,0.9999999403953552,0.9
1,84,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,85,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,86,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,87,BENIGN,BENIGN,student,0.9999898672103882,False,0.9999898672103882,1.0132789611816406e-05,0.9
1,88,BENIGN,BENIGN,student,1.0,False,1.0,0.0,0.9
1,89,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999995231628418,False,0.9999995231628418,0.9999997615814209,0.9
1,90,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,91,DoS_Hulk,DoS_Hulk,student,0.9157543182373047,False,0.9157543182373047,0.9158661365509033,0.9
1,92,BENIGN,BENIGN,student,0.9997455477714539,False,0.9997455477714539,0.0002544522285461426,0.9
1,93,BENIGN,BENIGN,student,0.9999967813491821,False,0.9999967813491821,3.2186508178710938e-06,0.9
1,94,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,95,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999408721923828,False,0.9999408721923828,0.9999408721923828,0.9
1,96,BENIGN,BENIGN,student,0.9888108968734741,False,0.9888108968734741,0.011189103126525879,0.9
1,97,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999997615814209,False,0.9999997615814209,1.0,0.9
1,98,DoS_Slowhttptest,DoS_Slowhttptest,student,0.9999181032180786,False,0.9999181032180786,0.9999600648880005,0.9
1,99,DoS_Hulk,DoS_Hulk,student,0.9999923706054688,False,0.9999923706054688,0.9999975562095642,0.9
1,100,BENIGN,BENIGN,student,0.999910831451416,False,0.999910831451416,8.916854858398438e-05,0.9
1,101,BENIGN,BENIGN,student,1.0,False,1.0,0.0,0.9
1,102,BENIGN,BENIGN,student,0.9998443126678467,False,0.9998443126678467,0.0001556873321533203,0.9
1,103,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.999997615814209,False,0.999997615814209,0.9999975562095642,0.9
1,104,BENIGN,BENIGN,student,0.9994754195213318,False,0.9994754195213318,0.0005245804786682129,0.9
1,105,BENIGN,DDoS_LOIC_HTTP,teacher,0.8971665501594543,True,0.6738219857215881,0.6738325357437134,0.9
1,106,BENIGN,BENIGN,student,0.9999998807907104,False,0.9999998807907104,1.1920928955078125e-07,0.9
1,107,BENIGN,BENIGN,student,0.9999983310699463,False,0.9999983310699463,1.6689300537109375e-06,0.9
1,108,BENIGN,BENIGN,student,0.9997714161872864,False,0.9997714161872864,0.00022858381271362305,0.9
1,109,BENIGN,BENIGN,student,1.0,False,1.0,0.0,0.9
1,110,BENIGN,BENIGN,student,0.9999220371246338,False,0.9999220371246338,7.796287536621094e-05,0.9
1,111,DoS_Slowloris,DoS_Slowhttptest,teacher,0.5752535462379456,True,0.415448933839798,0.8761436939239502,0.9
1,112,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.999998927116394,False,0.999998927116394,0.9999995827674866,0.9
1,113,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999744892120361,False,0.9999744892120361,0.9999745488166809,0.9
1,114,BENIGN,BENIGN,student,0.9998952150344849,False,0.9998952150344849,0.00010478496551513672,0.9
1,115,BENIGN,BENIGN,student,0.9999830722808838,False,0.9999830722808838,1.6927719116210938e-05,0.9
1,116,DoS_Hulk,DoS_Hulk,student,0.9999997615814209,False,0.9999997615814209,0.9999999403953552,0.9
1,117,BENIGN,BENIGN,student,1.0,False,1.0,0.0,0.9
1,118,BENIGN,BENIGN,student,1.0,False,1.0,0.0,0.9
1,119,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,120,DoS_Slowhttptest,DoS_Slowhttptest,student,0.9989370703697205,False,0.9989370703697205,0.999796450138092,0.9
1,121,DoS_Slowloris,DoS_Slowloris,student,0.999998927116394,False,0.999998927116394,0.9999997615814209,0.9
1,122,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999967813491821,False,0.9999967813491821,0.9999973773956299,0.9
1,123,BENIGN,BENIGN,student,0.9996812343597412,False,0.9996812343597412,0.00031876564025878906,0.9
1,124,BENIGN,BENIGN,student,0.9993342757225037,False,0.9993342757225037,0.0006657242774963379,0.9
1,125,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,126,BENIGN,BENIGN,student,0.9998434782028198,False,0.9998434782028198,0.00015652179718017578,0.9
1,127,BENIGN,BENIGN,student,0.999914288520813,False,0.999914288520813,8.571147918701172e-05,0.9
1,128,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999991655349731,False,0.9999991655349731,0.9999997615814209,0.9
1,129,BENIGN,BENIGN,student,0.9998179078102112,False,0.9998179078102112,0.00018209218978881836,0.9
1,130,DoS_Hulk,DoS_Hulk,student,0.9999997615814209,False,0.9999997615814209,0.9999999403953552,0.9
1,131,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999696016311646,False,0.9999696016311646,0.9999696016311646,0.9
1,132,BENIGN,BENIGN,student,1.0,False,1.0,0.0,0.9
1,133,BENIGN,BENIGN,student,0.9997735619544983,False,0.9997735619544983,0.00022643804550170898,0.9
1,134,BENIGN,BENIGN,student,0.9999027252197266,False,0.9999027252197266,9.72747802734375e-05,0.9
1,135,DoS_Slowhttptest,DoS_Slowhttptest,student,0.9983422756195068,False,0.9983422756195068,0.9997803568840027,0.9
1,136,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,137,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,138,DoS_Hulk,DoS_Hulk,student,0.9999996423721313,False,0.9999996423721313,0.9999998807907104,0.9
1,139,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,140,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999998807907104,False,0.9999998807907104,0.9999999403953552,0.9
1,141,BENIGN,BENIGN,student,0.999904990196228,False,0.999904990196228,9.500980377197266e-05,0.9
1,142,DoS_GoldenEye,DoS_GoldenEye,student,0.9997311234474182,False,0.9997311234474182,0.9997373819351196,0.9
1,143,BENIGN,BENIGN,student,0.9998218417167664,False,0.9998218417167664,0.00017815828323364258,0.9
1,144,DoS_Hulk,DoS_Hulk,student,0.999997615814209,False,0.999997615814209,0.9999990463256836,0.9
1,145,BENIGN,BENIGN,student,1.0,False,1.0,0.0,0.9
1,146,BENIGN,BENIGN,student,0.9930561184883118,False,0.9930561184883118,0.006943881511688232,0.9
1,147,DoS_Hulk,DoS_Hulk,student,0.9999960660934448,False,0.9999960660934448,0.999999463558197,0.9
1,148,BENIGN,BENIGN,student,0.9985278844833374,False,0.9985278844833374,0.0014721155166625977,0.9
1,149,BENIGN,BENIGN,student,1.0,False,1.0,0.0,0.9
1,150,DoS_Slowhttptest,DoS_Slowloris,student,0.9972732663154602,False,0.9972732663154602,0.9998661279678345,0.9
1,151,BENIGN,BENIGN,student,0.9999642372131348,False,0.9999642372131348,3.5762786865234375e-05,0.9
1,152,BENIGN,BENIGN,student,0.9999769926071167,False,0.9999769926071167,2.300739288330078e-05,0.9
1,153,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999980926513672,False,0.9999980926513672,0.9999985694885254,0.9
1,154,BENIGN,BENIGN,student,0.9999531507492065,False,0.9999531507492065,4.684925079345703e-05,0.9
1,155,BENIGN,DoS_GoldenEye,teacher,0.560480535030365,True,0.789348840713501,0.8542704582214355,0.9
1,156,BENIGN,BENIGN,student,0.9999979734420776,False,0.9999979734420776,2.0265579223632812e-06,0.9
1,157,DoS_Hulk,DoS_Hulk,student,0.9995805621147156,False,0.9995805621147156,0.9999860525131226,0.9
1,158,BENIGN,BENIGN,student,0.9999983310699463,False,0.9999983310699463,1.6689300537109375e-06,0.9
1,159,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999997615814209,False,0.9999997615814209,0.9999999403953552,0.9
1,160,BENIGN,BENIGN,student,0.9999998807907104,False,0.9999998807907104,1.1920928955078125e-07,0.9
1,161,BENIGN,BENIGN,student,0.9996067881584167,False,0.9996067881584167,0.00039321184158325195,0.9
1,162,BENIGN,BENIGN,student,0.9998838901519775,False,0.9998838901519775,0.00011610984802246094,0.9
1,163,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999946355819702,False,0.9999946355819702,0.9999946355819702,0.9
1,164,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999915361404419,False,0.9999915361404419,0.9999914765357971,0.9
1,165,DoS_Hulk,DoS_Hulk,student,0.9999991655349731,False,0.9999991655349731,0.9999998211860657,0.9
1,166,DoS_Hulk,DoS_Hulk,student,0.999998927116394,False,0.999998927116394,0.9999996423721313,0.9
1,167,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999994039535522,False,0.9999994039535522,0.9999999403953552,0.9
1,168,BENIGN,BENIGN,student,0.9999988079071045,False,0.9999988079071045,1.1920928955078125e-06,0.9
1,169,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,170,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,171,BENIGN,BENIGN,student,0.9999998807907104,False,0.9999998807907104,1.1920928955078125e-07,0.9
1,172,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999923706054688,False,0.9999923706054688,0.9999935030937195,0.9
1,173,DoS_Hulk,DoS_Hulk,student,0.9999966621398926,False,0.9999966621398926,0.9999985694885254,0.9
1,174,BENIGN,BENIGN,student,0.9999856948852539,False,0.9999856948852539,1.430511474609375e-05,0.9
1,175,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,176,BENIGN,BENIGN,student,0.9995555281639099,False,0.9995555281639099,0.0004444718360900879,0.9
1,177,DoS_Hulk,DoS_Hulk,student,0.9999991655349731,False,0.9999991655349731,0.9999994039535522,0.9
1,178,BENIGN,BENIGN,student,0.9999985694885254,False,0.9999985694885254,1.430511474609375e-06,0.9
1,179,DoS_Hulk,DoS_Hulk,student,0.999675989151001,False,0.999675989151001,0.9996775984764099,0.9
1,180,DoS_Hulk,DoS_Hulk,student,0.9999997615814209,False,0.9999997615814209,1.0,0.9
1,181,BENIGN,BENIGN,student,0.9999988079071045,False,0.9999988079071045,1.1920928955078125e-06,0.9
1,182,DoS_Hulk,DoS_Hulk,student,0.9999997615814209,False,0.9999997615814209,0.9999999403953552,0.9
1,183,DoS_Hulk,DoS_Hulk,student,0.9999997615814209,False,0.9999997615814209,1.0,0.9
1,184,BENIGN,BENIGN,student,0.9926522374153137,False,0.9926522374153137,0.007347762584686279,0.9
1,185,BENIGN,BENIGN,student,0.9996111989021301,False,0.9996111989021301,0.00038880109786987305,0.9
1,186,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999972581863403,False,0.9999972581863403,0.9999979734420776,0.9
1,187,DoS_Hulk,DoS_Hulk,student,0.999988317489624,False,0.999988317489624,0.9999998211860657,0.9
1,188,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,189,DoS_Hulk,DoS_Hulk,student,0.9999983310699463,False,0.9999983310699463,0.999998927116394,0.9
1,190,BENIGN,BENIGN,student,1.0,False,1.0,0.0,0.9
1,191,BENIGN,BENIGN,student,0.9994891881942749,False,0.9994891881942749,0.0005108118057250977,0.9
1,192,DoS_GoldenEye,DoS_GoldenEye,student,0.9999994039535522,False,0.9999994039535522,0.9999995827674866,0.9
1,193,BENIGN,BENIGN,student,0.9999982118606567,False,0.9999982118606567,1.7881393432617188e-06,0.9
1,194,BENIGN,BENIGN,student,0.9999397993087769,False,0.9999397993087769,6.020069122314453e-05,0.9
1,195,BENIGN,BENIGN,student,0.9998522996902466,False,0.9998522996902466,0.00014770030975341797,0.9
1,196,DoS_GoldenEye,DoS_GoldenEye,student,0.9999957084655762,False,0.9999957084655762,0.9999966025352478,0.9
1,197,BENIGN,BENIGN,student,0.990032970905304,False,0.990032970905304,0.009967029094696045,0.9
1,198,BENIGN,BENIGN,student,0.9999998807907104,False,0.9999998807907104,1.1920928955078125e-07,0.9
1,199,DoS_Slowloris,DoS_Slowloris,student,0.9997962117195129,False,0.9997962117195129,0.9999317526817322,0.9
1,200,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999713897705078,False,0.9999713897705078,0.9999719858169556,0.9
1,201,BENIGN,BENIGN,student,0.9576016664505005,False,0.9576016664505005,0.04239833354949951,0.9
1,202,BENIGN,BENIGN,student,0.9999561309814453,False,0.9999561309814453,4.38690185546875e-05,0.9
1,203,BENIGN,BENIGN,student,0.9999992847442627,False,0.9999992847442627,7.152557373046875e-07,0.9
1,204,BENIGN,BENIGN,student,0.9999995231628418,False,0.9999995231628418,4.76837158203125e-07,0.9
1,205,BENIGN,BENIGN,student,0.9999995231628418,False,0.9999995231628418,4.76837158203125e-07,0.9
1,206,DoS_GoldenEye,DoS_GoldenEye,student,0.9901204109191895,False,0.9901204109191895,0.9999354481697083,0.9
1,207,DoS_Hulk,DoS_Hulk,student,0.9999998807907104,False,0.9999998807907104,0.9999998807907104,0.9
1,208,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999998807907104,False,0.9999998807907104,1.0,0.9
1,209,BENIGN,BENIGN,student,0.9998544454574585,False,0.9998544454574585,0.0001455545425415039,0.9
1,210,DoS_GoldenEye,DoS_GoldenEye,student,0.9999631643295288,False,0.9999631643295288,0.999963641166687,0.9
1,211,BENIGN,BENIGN,student,0.9999175071716309,False,0.9999175071716309,8.249282836914062e-05,0.9
1,212,BENIGN,BENIGN,student,0.9998681545257568,False,0.9998681545257568,0.00013184547424316406,0.9
1,213,BENIGN,BENIGN,student,0.9982423782348633,False,0.9982423782348633,0.0017576217651367188,0.9
1,214,BENIGN,BENIGN,teacher,0.8881770968437195,True,0.8728067874908447,0.12719321250915527,0.9
1,215,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999898672103882,False,0.9999898672103882,0.999989926815033,0.9
1,216,DoS_GoldenEye,DoS_GoldenEye,student,0.9999994039535522,False,0.9999994039535522,0.9999998807907104,0.9
1,217,BENIGN,BENIGN,student,0.9999902248382568,False,0.9999902248382568,9.775161743164062e-06,0.9
1,218,BENIGN,BENIGN,student,0.9999959468841553,False,0.9999959468841553,4.0531158447265625e-06,0.9
1,219,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,220,BENIGN,BENIGN,student,0.9999994039535522,False,0.9999994039535522,5.960464477539062e-07,0.9
1,221,BENIGN,BENIGN,student,0.9995222091674805,False,0.9995222091674805,0.00047779083251953125,0.9
1,222,BENIGN,BENIGN,student,0.9996930360794067,False,0.9996930360794067,0.0003069639205932617,0.9
1,223,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999967813491821,False,0.9999967813491821,0.9999968409538269,0.9
1,224,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999895095825195,False,0.9999895095825195,0.9999895095825195,0.9
1,225,DoS_Slowloris,DoS_Slowloris,student,0.9997915625572205,False,0.9997915625572205,0.9998942017555237,0.9
1,226,BENIGN,BENIGN,student,0.999830961227417,False,0.999830961227417,0.0001690387725830078,0.9
1,227,BENIGN,BENIGN,student,0.9996065497398376,False,0.9996065497398376,0.0003934502601623535,0.9
1,228,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,229,BENIGN,BENIGN,student,0.9996984004974365,False,0.9996984004974365,0.00030159950256347656,0.9
1,230,DoS_Slowhttptest,DoS_Slowhttptest,student,0.9972418546676636,False,0.9972418546676636,0.9996509552001953,0.9
1,231,BENIGN,BENIGN,student,0.9999980926513672,False,0.9999980926513672,1.9073486328125e-06,0.9
1,232,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,233,DoS_Hulk,DoS_Hulk,student,0.9999994039535522,False,0.9999994039535522,0.9999998211860657,0.9
1,234,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999997615814209,False,0.9999997615814209,0.9999999403953552,0.9
1,235,BENIGN,BENIGN,student,0.9996629953384399,False,0.9996629953384399,0.0003370046615600586,0.9
1,236,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,1.0,False,1.0,1.0,0.9
1,237,BENIGN,BENIGN,student,0.9999814033508301,False,0.9999814033508301,1.8596649169921875e-05,0.9
1,238,DoS_GoldenEye,DoS_GoldenEye,student,0.9773234724998474,False,0.9773234724998474,0.9782090187072754,0.9
1,239,BENIGN,BENIGN,student,0.9998052716255188,False,0.9998052716255188,0.00019472837448120117,0.9
1,240,BENIGN,BENIGN,student,0.9998445510864258,False,0.9998445510864258,0.00015544891357421875,0.9
1,241,DoS_Hulk,DoS_Hulk,student,0.9999980926513672,False,0.9999980926513672,0.9999986886978149,0.9
1,242,BENIGN,BENIGN,student,0.999276340007782,False,0.999276340007782,0.0007236599922180176,0.9
1,243,BENIGN,BENIGN,student,0.9998854398727417,False,0.9998854398727417,0.00011456012725830078,0.9
1,244,DoS_Slowloris,DoS_Slowloris,student,0.9998552799224854,False,0.9998552799224854,0.9999494552612305,0.9
1,245,BENIGN,BENIGN,student,0.9998749494552612,False,0.9998749494552612,0.00012505054473876953,0.9
1,246,BENIGN,BENIGN,student,0.9999998807907104,False,0.9999998807907104,1.1920928955078125e-07,0.9
1,247,DoS_Hulk,DoS_Hulk,student,1.0,False,1.0,1.0,0.9
1,248,BENIGN,BENIGN,student,0.9998635053634644,False,0.9998635053634644,0.00013649463653564453,0.9
1,249,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999759197235107,False,0.9999759197235107,0.9999819993972778,0.9
1,250,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9999998807907104,False,0.9999998807907104,1.0,0.9
1,251,BENIGN,BENIGN,student,0.9998301267623901,False,0.9998301267623901,0.00016987323760986328,0.9
1,252,DDoS_LOIC_HTTP,DDoS_LOIC_HTTP,student,0.9996941089630127,False,0.9996941089630127,0.9996944665908813,0.9
